,car,glass,plate,truck,Vehicles,Dinnerware,closer to vehicles,closer to dinnerware,,,,
236,0.0055953597,0.0053706354,0.0064459519,0.0072019967,0.0063986782,0.0059082937,False,True,,,,
237,0.0049731234,0.0077160317,0.007453691,0.0073590183,0.0061660708,0.0075848613,True,False,,,,
238,0.0055906373,0.00754275,0.0060070224,0.0064613801,0.0060260087,0.0067748862,True,False,,,,
239,0.0037251977,0.0039471849,0.0038563811,0.0039488027,0.0038370002,0.003901783,True,False,,,,
240,0.0036939183,0.0059215999,0.0034534235,0.0038706638,0.0037822911,0.0046875117,True,False,,,,
241,0.0031827797,0.003033328,0.0023471285,0.0034224081,0.0033025939,0.0026902282,False,True,,,,
242,0.0043399238,0.0039379004,0.0058410245,0.0032254621,0.0037826929,0.0048894624,True,False,,,,
243,0.0028022236,0.0031103421,0.0025411636,0.0020268029,0.0024145132,0.0028257528,True,False,,,,
244,0.0038909496,0.0033830684,0.0041252487,0.0043255622,0.0041082559,0.0037541585,False,True,,,,
245,0.0031084133,0.0049825283,0.0036815509,0.0039185259,0.0035134696,0.0043320396,True,False,,,,
246,0.0049087325,0.0092103856,0.0125523524,0.004426394,0.0046675632,0.010881369,True,False,,,,
247,0.0053507917,0.0061741903,0.0060361624,0.0048971229,0.0051239573,0.0061051763,True,False,,,,
248,0.0044940257,0.0045605045,0.0045532235,0.0048045788,0.0046493022,0.004556864,False,True,,,,
249,0.0027745251,0.0044796469,0.005041796,0.0035832469,0.003178886,0.0047607214,True,False,,,,
250,0.0030409034,0.0031258436,0.0039281151,0.002500333,0.0027706182,0.0035269794,True,False,,,,
251,0.0048502598,0.0050633261,0.0050596111,0.0034553885,0.0041528242,0.0050614686,True,False,,,,
252,0.0027886309,0.003177997,0.003936711,0.0033414281,0.0030650295,0.003557354,True,False,,,,
253,0.0038729333,0.0052113583,0.0038286919,0.0025913047,0.003232119,0.0045200251,True,False,,,,
254,0.00905765,0.0090603143,0.0077722521,0.0068604463,0.0079590481,0.0084162832,True,False,,,,
255,0.0070735948,0.006682572,0.0092924092,0.0076607273,0.007367161,0.0079874906,True,False,,,,
256,0.0037356322,0.0060563916,0.0043223617,0.0042778045,0.0040067183,0.0051893767,True,False,,,,
257,0.0065677242,0.0045876002,0.0059371662,0.0054967859,0.0060322551,0.0052623832,False,True,,,,
258,0.0087605532,0.0085591484,0.0074946014,0.0071617473,0.0079611503,0.0080268749,True,False,,,,
259,0.0043856109,0.0032663472,0.005132211,0.0041099563,0.0042477836,0.0041992791,False,True,,,,
260,0.0024091536,0.0046425403,0.0054524765,0.0033035695,0.0028563615,0.0050475084,True,False,,,,
261,0.0029735344,0.0032007209,0.0043869529,0.0031638291,0.0030686817,0.0037938369,True,False,,,,
262,0.0038441511,0.0059627704,0.0043964625,0.0045078915,0.0041760213,0.0051796164,True,False,,,,
263,0.0047347789,0.0072055233,0.0055889623,0.0044663795,0.0046005792,0.0063972428,True,False,,,,
264,0.0064974309,0.0049664072,0.0061371224,0.0073502314,0.0069238311,0.0055517648,False,True,,,,
265,0.0025185524,0.0040942084,0.0032518544,0.0028184865,0.0026685195,0.0036730314,True,False,,,,
