,person,particular,expand,irritates
71,0.45404565528,0.115593208142,0.271275864869,0.355236754179
72,0.444305799013,0.179790004869,0.272270179015,0.34983835282
73,0.440682402968,0.21149826696,0.238571283768,0.312664074337
74,0.393967127678,0.141201986674,0.259603724133,0.319314473481
75,0.421887147747,0.161429062658,0.273538287633,0.356393797698
76,0.433570437098,0.133122481085,0.273758553525,0.324057262186
77,0.442237254691,0.125786532732,0.234636715358,0.30821633946
78,0.489941142911,0.135203959751,0.315916833564,0.352576947166
79,0.42938442654,0.143191318001,0.236579492408,0.311371767483
80,0.43009931272,0.156965251513,0.259078648716,0.354646643295
81,0.420558577283,0.175802597296,0.27012609146,0.320128887922
82,0.455169626555,0.116580571784,0.273362704891,0.345588510217
83,0.42907543797,0.169375145399,0.248324378338,0.332532288316
84,0.465517715418,0.168504807052,0.251777232683,0.338157168199
85,0.4686285025,0.14103278564,0.275908727108,0.375037887317
86,0.451226017669,0.170023742419,0.249918721133,0.272243739298
87,0.431699025416,0.140031938522,0.268581220081,0.336009265711
88,0.464000897458,0.1580366178,0.213952410932,0.274934635777
89,0.473385749329,0.198085262258,0.257605674031,0.350103129858
90,0.426408741185,0.146907226284,0.272337755992,0.323684228906
91,0.419750391262,0.150339359771,0.23238223869,0.339458023459
92,0.446543401671,0.178457725675,0.296700339205,0.306966844388
93,0.453706938264,0.142102022354,0.243378030381,0.357207000381
94,0.453057388892,0.143641039726,0.238501620068,0.346857299575
95,0.455656231065,0.168514414668,0.274372785278,0.366237876988
96,0.415876644626,0.138292249078,0.255371524976,0.33806493532
97,0.434613725341,0.138845720555,0.299866206936,0.385495366434
98,0.419562555006,0.141405755383,0.252758611691,0.344676962669
99,0.462308507636,0.16172755111,0.27084006751,0.336412246598
